BSI_10m,CH4_Annual_Average,EVI_10m,LSWI_10m,NDRE_10m,NDVI_10m,NDWI_10m,annual_rainfall_mm,cropland_frac,mean_temp_celsius,vlcode,water_frac,VILLAGE CODE,VILLAGE NAME,DISTRICT NAME,VILLAGE PIN CODE,VILLAGE LATITUDE,VILLAGE LONGITUDE,"TOTAL CULTIVABLE AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","NET SOWN AREA (IN HECTARES) , IF IN ACRES DIVIDE BY 2.47","TOTAL AREA IRRIGATED (IN HECTARE), IF IN ACRES DIVIDE BY 2.47","TOTAL UNIRRIGATED LAND AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","TOTAL AREA COVERED UNDER IRRIGATION (DRIP, SPRINKLER), IF IN ACRES DIVIDE BY 2.47",NUMBER OF FARMERS USING DRIP/SPRINKLER IRRIGATION,TOTAL NUMBER OF FARMERS,NUMBER OF FARMERS ADOPTED ORGANIC FARMING DURING 2018-19,NUMBER OF FARMERS RECEIVED THE SOIL TESTING REPORT,DOES THE VILLAGE HAVE ACCESS TO CUSTOM HIRING CENTRE (AGRI-EQUIPMENTS),AVAILABILITY OF SOIL TESTING CENTRES,AVAILABILITY OF FERTILIZER SHOP,AVAILABILITY OF GOVERNMENT SEED CENTRES,WHETHER THIS VILLAGE IS A PART OF THE WATERSHED DEVELOPMENT PROJECT,AVAILABILITY OF VETERINARY CLINIC OR HOSPITAL,AVAILABILITY OF MILK COLLECTION CENTRE /MILK ROUTES / CHILLING CENTRES,ANY PROJECT SUPPORTING POULTRY DEVELOPMENT,ANY PROJECT SUPPORTING GOATARY DEVELOPMENT,ANY PROJECT SUPPORTING PIGERY DEVELOPMENT,DOES THE VILLAGE HAVE LIVESTOCK EXTENSION SERVICES,COMMUNITY PONDS USED FOR FISHERIES,PISCICULTURE - INLAND FISHERY/COASTAL FISHERY/ANY OTHER,COMMUNITY BIO GAS OR RECYCLE OF WASTE,AVAILABILITY OF COTTAGE AND SMALL SCALE UNITS (FABRICATION/CONSTRUCTION MATERIAL/DAIRY BASED/TEXTILE ETC.) UNITS,AVAILABILITY OF ELECTRICITY FOR DOMESTIC USE,NUMBER OF HOUSEHOLDS AVAILING BENEFITS OF PRADHAN MANTRI UJJWALA YOJANA (PMUY),TOTAL NUMBER OF HOUSEHOLDS USING CLEAN ENERGY (LPG/BIO GAS),USE OF SOLAR ENERGY/WIND ENERGY FOR ELECTRIFICATION OF THE HOUSE,NUMBER OF HOUSEHOLDS ELECTRIFIED BY SOLAR ENERGY/WIND ENERGY,NUMBER OF HOUSEHOLDS AVAILING THE BENEFITS UNDER SAUBHAGYA SCHEME,AVAILABILITY OF DRAINAGE FACILITIES,AVAILABILITY OF COMMUNITY RAIN WATER HARVESTING SYSTEM/POND/DAM/CHECK DAM ETC.,AVAILABILITY OF PIPED TAP WATER,NUMBER OF HOUSEHOLDS HAVING PIPED WATER CONNECTION,COMMUNITY WASTE DISPOSAL SYSTEM,NUMBER OF TOTAL POPULATION,NUMBER OF MALE,NUMBER OF FEMALE,NUMBER OF TOTAL HOUSEHOLD,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN FARM ACTIVITIES,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN NON-FARM ACTIVITIES,NUMBER OF HOUSEHOLDS WITH KUCCHA WALL AND KUCCHA ROOF,NUMBER OF HOUSEHOLDS NOT HAVING SANITARY LATRINES,NUMBER OF HOUSEHOLDS HAVING BPL RATION CARDS,TOTAL NUMBER OF ELIGIBLE HOUSEHOLDS UNDER NATIONAL FOOD SECURITY ACT (NFSA),NUMBER OF HOUSEHOLDS HAVING JAN-DHAN BANK ACCOUNT,AVAILABILITY OF MINOR FOREST PRODUCTION,NUMBER OF HOUSEHOLDS WHERE ONLY SOURCE OF LIVELIHOOD IS MINOR FOREST PRODUCTION,AVAILABILITY OF COMMUNITY FOREST,TOTAL APPROVED LABOUR BUDGET FOR THE YEAR 2018-19,TOTAL EXPENDITURE APPROVED UNDER NRM IN THE LABOUR BUDGET FOR THE YEAR 2018-19),SHP_total_geog,SHP_net_area_s,SHP_total_unir,SHP_area_irrig,SHP_canals_are,SHP_wells_tube,SHP_tanks_lake,SHP_waterfall_,SHP_closed_dra,SHP_open_drain,SHP_forest_are,SHP_barren_unc,SHP_land_under,SHP_culturable,SHP_fallows_la,SHP_current_fa,SHP_total_popu,SHP_total_hous,SHP_total_male,SHP_total_fema,Hidden_Irrigation_Intensity,Hidden_Farming_Penetration,Hidden_Flood_Irrigation_Hazard,Hidden_Stagnant_Water_Risk,Hidden_Dairy_Waste_Hazard,Hidden_Population_Pressure_On_Land,Hidden_Clean_Energy_Deficit,Hidden_Dry_Land_Fraction,Sat_Paddy_Flood_Confirmation,Sat_Water_AgriPressure,Sat_Waterlogging_Risk,Sat_Biomass_Production,Sat_DryLand_Confirmation,Sat_Biomass_Burning_Risk,Sat_Thermal_Decomposition_Rate,SHP_Irrigation_Discrepancy,Best_Irrigated_Area,SHP_Fallow_Fraction,SHP_Canal_Irrigation_Frac,SHP_Open_Drain_Fraction,Sat_NDRE_CropHealth_Pressure,Sat_MODIS_Cropland_Discrepancy,Sat_Anaerobic_Waterlogging_Index,Irrigation_Source_Canals,Irrigation_Source_Ground Water (Tube Well/Well/Pump),Irrigation_Source_Other,Irrigation_Source_Surface Water,Predicted_CH4_ppb,CRM,SMAM,CDP,In_Situ,Ex_Situ,Prime_Mover,General,Total_Machines,Layer_InSitu,Layer_ExSitu,Layer_General_PM,Layer_Schemes,merge_confidence,merge_stage,Policy_Zone
-0.1029869282431039,1905.602689135302,1.33618005167907,0.1962132224561644,0.335935176185719,0.5026214785706732,-0.5080644722872024,851.0235640218156,1.0,22.741619939577788,33009,0.0,33009,Sainsowal Kalan (36),LUDHIANA,141115,30.81081,76.34226,176.0,0.0,0.0,0.0,0.0,0,65,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,100% habitations covered,0,165,730,392,338,180,90,70,0,0,YesElectricity:No Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:80 Primary School Teachers:4,0,0,No,0.0,No,0.0,0.0,303.0,276.0,0.0,276.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,170.0,370.0,319.0,0.0,0.5,90.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,851.0235640218156,235.16768909551632,0.0,0.5026214785706732,0.0,276.0,138.0,0.0,0.0,0.0,30.23416585671471,176.0,0.0,0,1,0,0,1907.270263671875,2,0,0,2,0,0,0,4,2,0,0,2,0.85,2-key (D+V),Intervention Success Zone
-0.1424699023133657,1905.050202472176,1.8137134195801108,0.2194130141718543,0.3881915855639566,0.5559209723765947,-0.5175884584873781,800.5396123747055,1.0,22.58226737294139,30265,0.0,30265,Nangal Fateh Khan (181),JALANDHAR,144101,31.27928,75.6226349,6.4,0.0,0.0,0.0,0.0,0,60,0,5,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Livestock Extension Officer,0.0,No,0.0,0.0,14.0,8,0.0,No,,0,0.0,Yes,50 to 100% habitations covered,105,186,810,391,419,186,60,126,27,0,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:45 Primary School Teachers:3,94,0,No,0.0,No,595000.0,314000.0,231.0,204.0,0.0,204.0,2.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,184.0,391.0,410.0,0.0,0.3225806451612903,60.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,800.5396123747055,11.607765885312707,0.0,0.5559209723765947,0.0,204.0,102.0,0.0,0.0098039215686274,0.0,23.2914951338374,6.4,0.0,0,1,0,0,1907.266357421875,4,0,0,1,1,1,1,8,1,1,2,4,1.0,3-key (D+B+V),Unclassified
-0.1721325987600343,1906.9184641137967,1.518336757134919,0.2572340976711331,0.4238345542765142,0.6289700861527403,-0.5986126305967967,614.9858179500001,1.0,24.108032591316544,35679,0.0,35679,Khokhar (1),BATHINDA,151103,30.27027,75.23005,1102.0,0.0,1102.0,0.0,0.0,0,305,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,Yes,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,<50% habitation covered,300,6,3227,1734,1493,720,295,295,0,0,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:9150 Primary School Teachers:6,0,352,No,0.0,No,24.1,7.99,1172.0,1074.0,0.0,1074.0,830.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3129.0,587.0,1680.0,1449.0,1.0,0.4097222222222222,295.0,0.0,0.0,0.0,720.0,0.0,283.47197563358867,0.0,614.9858179500001,1673.2071063626806,0.0,0.6289700861527403,0.0,28.0,1088.0,0.0,0.7728119180633147,0.0,125.03119351157169,0.0,0.0,0,1,0,0,1907.26123046875,1,0,0,1,0,0,0,2,1,0,0,1,1.0,3-key (D+B+V),Baseline Zone
-0.0988344312989555,1912.6822694253767,1.2906971085527352,0.1905786361395001,0.3479743022171778,0.5060830841926973,-0.5072817214976821,909.500014781746,1.0,22.88693939536352,37371,0.0,37371,Kaulowal (332),AMRITSAR,143109,31.7159538,74.61439,392.0,0.0,392.0,0.0,0.0,0,120,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility2-5 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,100% habitations covered,160,160,1550,900,650,260,150,110,15,0,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:95 Primary School Teachers:2,0,0,No,0.0,No,1000000.0,1000000.0,432.0,391.0,0.0,391.0,370.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1385.0,240.0,740.0,645.0,1.0,0.5769230769230769,150.0,0.0,0.0,0.0,260.0,0.0,74.70682536668404,0.0,909.500014781746,505.9532665526722,0.0,0.5060830841926973,0.0,1.0,391.5,0.0,0.9462915601023018,0.0,52.19614533257667,0.0,0.0,0,1,0,0,1907.260498046875,1,4,0,1,0,2,2,10,1,0,4,5,1.0,3-key (D+B+V),Unclassified
-0.1697322624504596,1905.7929963637,1.514855333385683,0.2704667989204202,0.3950171108241497,0.5604878125848227,-0.5346398299403814,867.7260647474109,1.0,22.86227850220936,32747,0.0,32747,Badhochhi Kalan (303),FATEHGARH SAHIB,140406,30.7027035,76.2985,247.0,0.0,2.44,2.44,2.0,247,350,49,22,No,No ( Nearest facility< 1 km),No ( Nearest facility1-2 kms),No ( Nearest facility2-5 kms),No,0.0,Yes,No,Yes,No,Livestock Extension Officer,0.0,No,0.0,0.0,14.0,32,0.0,No,,38,0.0,No,50 to 100% habitations covered,5,198,3035,1611,1422,560,51,100,24,13,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:101 Primary School Teachers:5,30,170,No,0.0,Yes,20.0,20.0,922.0,910.0,0.0,910.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2829.0,554.0,1509.0,1320.0,0.0098785425101214,0.0910714285714285,0.0,0.0,0.0,0.0,560.0,0.0098785425101214,0.6599389893658253,0.0,867.7260647474109,374.16926734626367,0.0,0.5604878125848227,0.0,907.56,456.22,0.0,0.0,0.0,20.145872652031635,244.56,0.0,0,0,1,0,1907.256103515625,0,1,0,0,0,0,1,2,0,0,1,1,1.0,3-key (D+B+V),Baseline Zone
-0.0487248430794161,1907.070115531525,1.312408168403316,0.1138211979179811,0.2987704764230106,0.418620440361892,-0.414604808813119,848.8745016242274,0.9840955356236464,22.8762548922432,32881,0.0,32881,Salani (66),FATEHGARH SAHIB,147301,30.5045052,76.2471161,288.0,0.0,188.0,100.0,0.0,0,160,0,18,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,Yes,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,400,0.0,No,100% habitations covered,400,400,2300,1130,1170,415,192,222,40,18,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:160 Primary School Teachers:3,0,258,No,0.0,No,10.0,5.0,320.0,288.0,0.0,288.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.0,403.0,1204.0,1038.0,0.6527777777777778,0.4626506024096385,192.0,0.0,0.0,0.0,415.0,0.3472222222222222,21.398385208580446,0.0,848.8745016242274,377.973552500155,0.0,0.418620440361892,0.0,100.0,238.0,0.0,0.0,0.0,57.36393147321803,95.41951425961014,0.0,0,1,0,0,1907.2518310546875,5,0,0,4,0,1,0,10,4,0,1,5,1.0,3-key (D+B+V),Intervention Success Zone
-0.0605820881865881,1909.6782854121875,1.1940520730504334,0.1399321106788756,0.3356304059868654,0.4876904260977251,-0.4851298820339352,916.499489825,1.0,22.66210357915856,37384,0.0,37384,Dalam (307),AMRITSAR,143101,31.78641,74.75283,50.0,0.0,50.0,0.0,0.0,0,15,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility2-5 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,15,0.0,No,,5,0.0,No,50 to 100% habitations covered,2,0,351,181,170,40,15,25,4,2,No ( Nearest facility1-2 kms),0,15,No,0.0,No,0.0,0.0,224.0,190.0,0.0,190.0,10.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505.0,272.0,804.0,701.0,1.0,0.375,15.0,0.0,0.0,0.0,40.0,0.0,6.99660553394378,0.0,916.499489825,59.70260365252167,0.0,0.4876904260977251,0.0,140.0,120.0,0.0,0.0526315789473684,0.0,5.034456089802981,0.0,0.0,0,1,0,0,1907.2454833984373,1,0,0,1,0,0,0,2,1,0,0,1,0.85,2-key (D+V),Baseline Zone
-0.0639792850000535,1905.379782731765,1.05166674733923,0.1715735230373676,0.2762695705583778,0.390934792542952,-0.4274118526427003,663.9759865129342,1.0,23.59442736358046,36279,0.0,36279,Bhagwanpur Alias Sadharanpur (192),PATIALA,147102,29.9639645,76.037,2.47,0.0,2.43,0.0,1.7,0,60,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,67,0.0,No,,0,0.0,No,100% habitations covered,0,67,396,199,197,70,65,5,0,56,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:23 Primary School Teachers:3,0,26,No,0.0,No,11200000.0,11200000.0,833.0,736.0,0.0,736.0,65.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2364.0,419.0,1229.0,1135.0,0.9838056680161944,0.9285714285714286,65.0,0.0,0.0,0.0,70.0,0.0,0.4169236609808032,0.0,663.9759865129342,2.597616865927898,0.0,0.390934792542952,0.0,733.57,369.215,0.0,0.0883152173913043,0.0,17.957522086294556,0.04,0.0,0,0,1,0,1907.245361328125,1,0,0,1,0,0,0,2,1,0,0,1,1.0,3-key (D+B+V),Baseline Zone
-0.1438403047427993,1908.540886347316,1.5105287762584143,0.2230988506833868,0.4157949022988161,0.6342613053658737,-0.5998379514243523,606.7771421401385,1.0,24.4044279526903,36112,0.0,36112,Dhingar (134),MANSA,151302,29.927927,75.53128,1016.59,0.0,114.16,114.16,0.0,0,477,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility2-5 kms),No,0.0,Yes,No,No,No,PashuSakhi/PashuMitra/GopalMitra or equivalent,0.0,No,0.0,0.0,14.0,120,0.0,No,,0,0.0,No,50 to 100% habitations covered,658,650,3442,1850,1592,715,642,72,18,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:42 Primary School Teachers:3,365,180,No,0.0,No,1200000.0,950000.0,1017.0,902.0,0.0,902.0,869.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3340.0,667.0,1791.0,1549.0,0.1122969928879882,0.8979020979020979,642.0,0.0,0.0,0.0,715.0,0.1122969928879882,25.46896479401544,0.0,606.7771421401385,1535.5884486565417,0.0,0.6342613053658737,0.0,787.84,508.08,0.0,0.9634146341463414,0.0,266.94032727583993,902.43,0.0,0,1,0,0,1907.2408447265625,2,0,0,2,0,0,0,4,2,0,0,2,1.0,3-key (D+B+V),Intervention Success Zone
-0.1261275060883577,1907.3235603859912,1.5640718053607834,0.2084229184541319,0.3663708846149587,0.513776200741417,-0.5078085774205977,822.9384216477769,1.0,22.76890863195922,33576,0.0,33576,Sarih (270),LUDHIANA,141116,30.3603611,75.7377548,318.0,0.0,318.0,0.0,0.0,0,285,0,0,No,No ( Nearest facility2-5 kms),Yes,No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,9,0.0,No,Number of Households utilising Solar Energy/Wind Energy : 0,0,0.0,No,50 to 100% habitations covered,0,4,2638,1416,1222,503,173,0,5,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:324 Primary School Teachers:8,0,50,No,0.0,No,0.0,0.0,382.0,318.0,0.0,318.0,35.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2638.0,503.0,1416.0,1222.0,1.0,0.3439363817097415,173.0,0.0,0.0,0.0,503.0,0.0,66.27848806841395,0.0,822.9384216477769,497.37483410472913,0.0,0.513776200741417,0.0,0.0,318.0,0.0,0.110062893081761,0.0,63.38216303838786,0.0,0.0,0,1,0,0,1907.2401123046875,5,0,0,4,0,1,0,10,4,0,1,5,1.0,3-key (D+B+V),Intervention Success Zone
-0.0873330105130026,1905.8669418827528,1.3801289764182896,0.1632118958344021,0.3713486070513366,0.5750097336952881,-0.5579634049709771,589.1106987117792,1.0,24.594700060030604,35915,0.0,35915,Kalalwala (145),BATHINDA,151301,29.9819813,75.07312,865.0,0.0,865.0,0.0,0.0,0,328,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,Yes,No,Yes,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,50 to 100% habitations covered,238,352,2645,1406,1239,416,399,10,23,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:106 Primary School Teachers:6,0,55,No,0.0,No,43.0,0.0,998.0,899.0,0.0,899.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548.0,481.0,1344.0,1204.0,1.0,0.9591346153846154,399.0,0.0,0.0,0.0,416.0,0.0,141.1782898967578,0.0,589.1106987117792,1193.8115646018205,0.0,0.5750097336952881,0.0,34.0,882.0,0.0,1.0,0.0,148.1680942134833,0.0,0.0,0,1,0,0,1907.23388671875,8,0,0,3,1,1,3,16,3,1,4,8,1.0,3-key (D+B+V),Intervention Success Zone
-0.0039988058719329,1907.0585955212136,1.2399933817533413,0.0500231580715936,0.2819591672577375,0.3851745371159397,-0.3918184260598375,814.3875989129441,0.0,22.74644426539641,39188,0.0,39188,Chilla (3),S.A.S Nagar,140307,30.6846848,76.70329,160.0,0.0,159.0,1.0,0.0,0,60,0,0,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,Yes,No,No,No,Livestock Extension Officer,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,50 to 100% habitations covered,160,159,775,410,365,170,60,40,16,8,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:39 Primary School Teachers:2,65,45,No,0.0,No,200000.0,200000.0,172.0,161.0,0.0,161.0,150.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,130.0,419.0,337.0,0.99375,0.3529411764705882,60.0,0.0,0.0,0.0,170.0,0.00625,7.953682133383382,0.0,814.3875989129441,198.3989410805346,0.0,0.3851745371159397,0.0,2.0,160.0,0.0,0.9316770186335404,0.0,16.917550035464252,159.0,0.0,0,1,0,0,1907.232666015625,1,0,0,1,0,0,0,2,1,0,0,1,1.0,3-key (D+B+V),Baseline Zone
-0.0039370816917791,1908.778760305632,1.1255542152941334,0.064400298976279,0.2510915202922575,0.3881787410734983,-0.3914329558344655,1009.7558498083956,1.0,22.23855792991472,37521,0.0,37521,Miran Chak (173),AMRITSAR,143116,31.6576576,74.9763641,105.0,0.0,105.0,0.0,27.0,54,54,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility2-5 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,Yes,50 to 100% habitations covered,87,82,489,316,173,87,54,33,2,1,YesElectricity:Yes Toilet:Girls Toilet Computer Lab:No Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:28 Primary School Teachers:3,0,0,No,0.0,No,1.5,1.5,119.0,105.0,0.0,105.0,37.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,87.0,255.0,234.0,1.0,0.6206896551724138,0.0,0.0,0.0,0.0,87.0,0.0,6.762031392509295,0.0,1009.7558498083956,118.183192605884,0.0,0.3881787410734983,0.0,0.0,105.0,0.0,0.3523809523809524,0.0,13.558942095781903,0.0,0.0,0,1,0,0,1907.231689453125,1,0,0,1,0,0,0,2,1,0,0,1,1.0,3-key (D+B+V),Baseline Zone
-0.1754219002781132,1906.4355543364657,1.7411304275073984,0.2506993182307674,0.4204333009596937,0.6078915286850622,-0.5728186270380344,844.2388067866589,0.976494747621548,22.46530073610028,32182,0.0,32182,Mukandpur (192),Shahid Bhagat Singh Nagar,144507,31.0990982,75.9627762,100.0,0.0,50.0,0.0,0.0,0,52,0,0,No,Yes,Yes,Yes,No,0.0,Yes,Yes,No,No,PashuSakhi/PashuMitra/GopalMitra or equivalent,0.0,No,0.0,0.0,14.0,10,0.0,No,,10,0.0,No,50 to 100% habitations covered,0,806,4028,2067,1961,806,100,250,8,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:104 Primary School Teachers:4,0,358,No,0.0,No,12.0,7.0,573.0,465.0,0.0,465.0,51.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3946.0,867.0,2012.0,1934.0,0.5,0.1240694789081885,100.0,0.0,0.0,0.0,806.0,0.0,12.53496591153837,0.0,844.2388067866589,174.11304275073985,0.0,0.6078915286850622,0.0,415.0,257.5,0.0,0.1096774193548387,0.0,42.043330095969374,47.6494747621548,0.0,0,1,0,0,1907.2274169921875,1,1,0,1,0,1,0,4,1,0,1,2,1.0,3-key (D+B+V),Unclassified
-0.1609025381095192,1903.6078833676108,1.828466230914816,0.2371292141629088,0.4140291486873857,0.5961712348179433,-0.5569766765655816,814.4297393968003,1.0,22.591733580938524,29641,0.0,29641,Bohani (4),KAPURTHALA,144401,31.2248821,75.76635,850.0,0.0,850.0,0.0,0.0,0,143,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,8,0.0,Yes Number of Households utilising Solar Energy/Wind Energy : 1,Number of Households utilising Solar Energy/Wind Energy : 1,0,0.0,No,100% habitations covered,0,272,1346,688,658,272,0,0,7,5,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:75 Primary School Teachers:5,0,13,No,0.0,No,3.5,2.76,536.0,423.0,0.0,423.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1346.0,272.0,688.0,658.0,1.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,201.55983203847248,0.0,814.4297393968003,1554.1962962775938,0.0,0.5961712348179433,0.0,427.0,636.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1907.2235107421875,2,0,0,2,0,0,0,4,2,0,0,2,1.0,3-key (D+B+V),Intervention Success Zone
-0.1991292923096675,1906.555780917506,1.8837546999435848,0.2739540209943355,0.4537347084209335,0.6536700952871041,-0.5989786612622409,794.1594812085526,1.0,22.669952482494125,30173,0.0,30173,Lehal (196),JALANDHAR,144502,31.0270271,75.77908,144.0,0.0,133.0,11.0,0.0,0,54,0,0,No,No ( Nearest facilityMore than 10 kms),Yes,No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,32,0.0,No,,0,0.0,Yes,100% habitations covered,202,201,1203,604,599,233,54,179,4,0,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:37 Primary School Teachers:2,115,96,No,0.0,No,0.0,0.0,144.0,130.0,0.0,130.0,10.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,230.0,559.0,555.0,0.9236111111111112,0.2317596566523605,54.0,0.0,0.0,0.0,233.0,0.0763888888888889,36.43588479224663,0.0,794.1594812085526,271.2606767918762,0.0,0.6536700952871041,0.0,3.0,131.5,0.0,0.0769230769230769,0.0,24.50167425473041,11.0,0.0,0,1,0,0,1907.2135009765625,1,0,0,1,0,0,0,2,1,0,0,1,1.0,3-key (D+B+V),Baseline Zone
