BSI_10m,CH4_Annual_Average,EVI_10m,LSWI_10m,NDRE_10m,NDVI_10m,NDWI_10m,annual_rainfall_mm,cropland_frac,mean_temp_celsius,vlcode,water_frac,VILLAGE CODE,VILLAGE NAME,DISTRICT NAME,VILLAGE PIN CODE,VILLAGE LATITUDE,VILLAGE LONGITUDE,"TOTAL CULTIVABLE AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","NET SOWN AREA (IN HECTARES) , IF IN ACRES DIVIDE BY 2.47","TOTAL AREA IRRIGATED (IN HECTARE), IF IN ACRES DIVIDE BY 2.47","TOTAL UNIRRIGATED LAND AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","TOTAL AREA COVERED UNDER IRRIGATION (DRIP, SPRINKLER), IF IN ACRES DIVIDE BY 2.47",NUMBER OF FARMERS USING DRIP/SPRINKLER IRRIGATION,TOTAL NUMBER OF FARMERS,NUMBER OF FARMERS ADOPTED ORGANIC FARMING DURING 2018-19,NUMBER OF FARMERS RECEIVED THE SOIL TESTING REPORT,DOES THE VILLAGE HAVE ACCESS TO CUSTOM HIRING CENTRE (AGRI-EQUIPMENTS),AVAILABILITY OF SOIL TESTING CENTRES,AVAILABILITY OF FERTILIZER SHOP,AVAILABILITY OF GOVERNMENT SEED CENTRES,WHETHER THIS VILLAGE IS A PART OF THE WATERSHED DEVELOPMENT PROJECT,AVAILABILITY OF VETERINARY CLINIC OR HOSPITAL,AVAILABILITY OF MILK COLLECTION CENTRE /MILK ROUTES / CHILLING CENTRES,ANY PROJECT SUPPORTING POULTRY DEVELOPMENT,ANY PROJECT SUPPORTING GOATARY DEVELOPMENT,ANY PROJECT SUPPORTING PIGERY DEVELOPMENT,DOES THE VILLAGE HAVE LIVESTOCK EXTENSION SERVICES,COMMUNITY PONDS USED FOR FISHERIES,PISCICULTURE - INLAND FISHERY/COASTAL FISHERY/ANY OTHER,COMMUNITY BIO GAS OR RECYCLE OF WASTE,AVAILABILITY OF COTTAGE AND SMALL SCALE UNITS (FABRICATION/CONSTRUCTION MATERIAL/DAIRY BASED/TEXTILE ETC.) UNITS,AVAILABILITY OF ELECTRICITY FOR DOMESTIC USE,NUMBER OF HOUSEHOLDS AVAILING BENEFITS OF PRADHAN MANTRI UJJWALA YOJANA (PMUY),TOTAL NUMBER OF HOUSEHOLDS USING CLEAN ENERGY (LPG/BIO GAS),USE OF SOLAR ENERGY/WIND ENERGY FOR ELECTRIFICATION OF THE HOUSE,NUMBER OF HOUSEHOLDS ELECTRIFIED BY SOLAR ENERGY/WIND ENERGY,NUMBER OF HOUSEHOLDS AVAILING THE BENEFITS UNDER SAUBHAGYA SCHEME,AVAILABILITY OF DRAINAGE FACILITIES,AVAILABILITY OF COMMUNITY RAIN WATER HARVESTING SYSTEM/POND/DAM/CHECK DAM ETC.,AVAILABILITY OF PIPED TAP WATER,NUMBER OF HOUSEHOLDS HAVING PIPED WATER CONNECTION,COMMUNITY WASTE DISPOSAL SYSTEM,NUMBER OF TOTAL POPULATION,NUMBER OF MALE,NUMBER OF FEMALE,NUMBER OF TOTAL HOUSEHOLD,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN FARM ACTIVITIES,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN NON-FARM ACTIVITIES,NUMBER OF HOUSEHOLDS WITH KUCCHA WALL AND KUCCHA ROOF,NUMBER OF HOUSEHOLDS NOT HAVING SANITARY LATRINES,NUMBER OF HOUSEHOLDS HAVING BPL RATION CARDS,TOTAL NUMBER OF ELIGIBLE HOUSEHOLDS UNDER NATIONAL FOOD SECURITY ACT (NFSA),NUMBER OF HOUSEHOLDS HAVING JAN-DHAN BANK ACCOUNT,AVAILABILITY OF MINOR FOREST PRODUCTION,NUMBER OF HOUSEHOLDS WHERE ONLY SOURCE OF LIVELIHOOD IS MINOR FOREST PRODUCTION,AVAILABILITY OF COMMUNITY FOREST,TOTAL APPROVED LABOUR BUDGET FOR THE YEAR 2018-19,TOTAL EXPENDITURE APPROVED UNDER NRM IN THE LABOUR BUDGET FOR THE YEAR 2018-19),SHP_total_geog,SHP_net_area_s,SHP_total_unir,SHP_area_irrig,SHP_canals_are,SHP_wells_tube,SHP_tanks_lake,SHP_waterfall_,SHP_closed_dra,SHP_open_drain,SHP_forest_are,SHP_barren_unc,SHP_land_under,SHP_culturable,SHP_fallows_la,SHP_current_fa,SHP_total_popu,SHP_total_hous,SHP_total_male,SHP_total_fema,Hidden_Irrigation_Intensity,Hidden_Farming_Penetration,Hidden_Flood_Irrigation_Hazard,Hidden_Stagnant_Water_Risk,Hidden_Dairy_Waste_Hazard,Hidden_Population_Pressure_On_Land,Hidden_Clean_Energy_Deficit,Hidden_Dry_Land_Fraction,Sat_Paddy_Flood_Confirmation,Sat_Water_AgriPressure,Sat_Waterlogging_Risk,Sat_Biomass_Production,Sat_DryLand_Confirmation,Sat_Biomass_Burning_Risk,Sat_Thermal_Decomposition_Rate,SHP_Irrigation_Discrepancy,Best_Irrigated_Area,SHP_Fallow_Fraction,SHP_Canal_Irrigation_Frac,SHP_Open_Drain_Fraction,Sat_NDRE_CropHealth_Pressure,Sat_MODIS_Cropland_Discrepancy,Sat_Anaerobic_Waterlogging_Index,Irrigation_Source_Canals,Irrigation_Source_Ground Water (Tube Well/Well/Pump),Irrigation_Source_Other,Irrigation_Source_Surface Water,Predicted_CH4_ppb,CRM,SMAM,CDP,In_Situ,Ex_Situ,Prime_Mover,General,Total_Machines,Layer_InSitu,Layer_ExSitu,Layer_General_PM,Layer_Schemes,merge_confidence,merge_stage
-0.1640937148066317,1923.3563891666124,1.3903009421952517,0.2684314766781367,0.390902763073902,0.5878227829644977,-0.5777055472450194,750.9264740159409,1.0,23.070701693877595,38230,0.0,38230,Theh Rajba (180),Tarn Taran,143416,31.2252254,74.86296,111.0,0.0,111.0,0.0,0.0,0,0,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,11,120,65,55,25,0,0,0,2,No ( Nearest facility2-5 kms),0,0,No,0.0,No,5.0,0.0,118.0,111.0,0.0,111.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,18.0,55.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,29.795893911273176,0.0,750.9264740159409,154.32340458367293,0.0,0.5878227829644977,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1921.094970703125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2156439852263976,1921.589593085166,1.723416522884451,0.3143127266970757,0.4076704579149195,0.5970929114082539,-0.5555040380342796,735.7467654158967,1.0,23.3078749451999,34317,0.0,34317,Walayat Shahwala (36),FIROZEPUR,236787,30.9369373,74.57323,35.0,0.0,5.0,15.0,5.0,5,25,5,0,No,No ( Nearest facility2-5 kms),No ( Nearest facility5-10 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,<50% habitation covered,15,40,352,177,175,55,20,10,30,2,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:35 Primary School Teachers:2,0,5,Yes,0.0,Yes,30.0,25.0,149.0,115.0,0.0,115.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,256.0,51.0,138.0,118.0,0.1428571428571428,0.3636363636363636,15.0,0.0,0.0,0.0,55.0,0.4285714285714285,1.5715636334853786,0.0,735.7467654158967,60.31957830095578,0.0,0.5970929114082539,0.0,110.0,60.0,0.0,0.0,0.0,8.153409158298391,30.0,0.0,0,1,0,0,1921.052490234375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1622647993078502,1927.384851568587,1.4929805857489675,0.2565686038204899,0.402642006937717,0.5845126312781739,-0.5684913150119169,750.9264740159409,1.0,23.070701693877595,38239,0.0,38239,Ratta Gudda (181),Tarn Taran,143416,31.2252254,74.8840256,100.0,0.0,0.0,0.0,0.0,0,60,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,50 to 100% habitations covered,10,295,2200,1175,1000,355,60,40,0,2,YesElectricity:No Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:No Primary School Students:55 Primary School Teachers:5,4,0,No,0.0,No,50.0,0.0,555.0,503.0,0.0,503.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080.0,338.0,1115.0,965.0,0.0,0.1690140845070422,60.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,750.9264740159409,149.29805857489674,0.0,0.5845126312781739,0.0,503.0,251.5,0.0,0.0,0.0,24.15852041626302,100.0,0.0,0,1,0,0,1921.0347900390625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2216391355512575,1921.4070684473463,1.6666474414178265,0.32639459931805,0.397548077230822,0.583287031968587,-0.5439351756227319,735.7467654158967,1.0,23.3078749451999,34318,0.0,34318,Jhamke (32),FIROZEPUR,236737,30.9729729,74.97962,50.0,0.0,5.0,10.0,5.0,10,35,8,0,Yes,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,<50% habitation covered,5,30,602,402,150,60,15,10,30,2,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:50 Primary School Teachers:2,0,15,Yes,0.0,Yes,20.0,10.0,222.0,149.0,0.0,149.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,108.0,297.0,275.0,0.1,0.25,5.0,0.0,0.0,0.0,60.0,0.2,1.63197299659025,0.0,735.7467654158967,83.33237207089132,0.0,0.583287031968587,0.0,144.0,77.0,0.0,0.0,0.0,5.963221158462329,45.0,0.0,0,1,0,0,1920.9903564453125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2242814610526861,1923.5006411530417,1.8329481502627665,0.3143898589752109,0.4286956468990878,0.6307495232660475,-0.5887755276448836,735.7467654158967,1.0,23.3078749451999,34303,0.0,34303,Rode Jallewala (23),FIROZEPUR,152021,31.0450459,74.805,2766.0,0.0,2050.0,0.0,333.0,75,100,4,2,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,Yes,Yes,Yes,No,Not Available,0.0,No,0.0,0.0,14.0,25,0.0,Yes Number of Households utilising Solar Energy/Wind Energy : 2,Number of Households utilising Solar Energy/Wind Energy : 2,2,0.0,Yes,50 to 100% habitations covered,49,5,1160,590,570,180,110,70,5,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:50 Primary School Teachers:3,10,29,Yes,4.0,No,500000.0,500000.0,804.0,743.0,0.0,743.0,0.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,298.0,830.0,772.0,0.7411424439624006,0.6111111111111112,35.0,0.0,0.0,0.0,180.0,0.0,644.4992108991823,0.0,735.7467654158967,5069.934583626812,0.0,0.6307495232660475,0.0,1307.0,1396.5,0.0,0.0,0.0,47.15652115889966,716.0,0.0,0,1,0,0,1920.971435546875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.138172212744547,1923.768846726001,1.382489867121265,0.2326912838947964,0.3816913578252545,0.5659321422388478,-0.5506820934474224,767.6952424456971,1.0,23.1379246708608,38077,0.0,38077,Pahal Wanke (116),Tarn Taran,143303,31.3153152,74.61812,150.0,0.0,55.0,55.0,11.0,55,95,0,5,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,50 to 100% habitations covered,55,35,1000,550,450,177,22,11,0,5,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:80 Primary School Teachers:6,0,60,No,0.0,No,200000.0,10000.0,167.0,148.0,0.0,148.0,139.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,165.0,474.0,402.0,0.3666666666666666,0.1242937853107344,0.0,0.0,0.0,0.0,177.0,0.3666666666666666,12.798020614213804,0.0,767.6952424456971,207.37348006818976,0.0,0.5659321422388478,0.0,93.0,101.5,0.0,0.9391891891891893,0.0,8.3972098721556,95.0,0.0,0,1,0,0,1920.911865234375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.170178998426253,1919.996761582673,1.4833333474399308,0.2686252660819739,0.4075909728913446,0.6024083380441493,-0.5806353557631183,767.6952424456971,1.0,23.1379246708608,38085,0.0,38085,Bhagwanpura (120),Tarn Taran,143303,31.6756763,74.88505,2.47,0.0,2.47,0.0,2.47,0,85,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,<50% habitation covered,12,121,900,500,400,122,22,22,5,3,No ( Nearest facility1-2 kms),0,0,No,0.0,No,150000.0,50000.0,631.0,545.0,0.0,545.0,527.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526.0,451.0,1313.0,1213.0,1.0,0.180327868852459,22.0,0.0,0.0,0.0,122.0,0.0,0.6635044072224756,0.0,767.6952424456971,3.6638333681766295,0.0,0.6024083380441493,0.0,542.53,273.735,0.0,0.9669724770642202,0.0,8.967001403609581,0.0,0.0,0,0,1,0,1920.882568359375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1572895755910688,1923.0807416798625,1.4793736080814124,0.2514893850462883,0.3931828902094401,0.5882773808953546,-0.5691190595155698,783.7069361556429,1.0,23.19303415263938,38054,0.0,38054,Dalairi (67),Tarn Taran,143305,31.35135,74.6888962,364.37,0.0,344.12,20.24,20.24,0,138,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility2-5 kms),Yes,No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,Yes Number of Households utilising Solar Energy/Wind Energy : 2,Number of Households utilising Solar Energy/Wind Energy : 2,0,0.0,Yes,100% habitations covered,78,180,1540,810,730,240,135,101,4,20,YesElectricity:No Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:30 Primary School Teachers:2,80,65,No,0.0,No,1000000.0,10000.0,496.0,450.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1254.0,217.0,649.0,605.0,0.9444246233224468,0.5625,135.0,0.0,0.0,0.0,240.0,0.0555479320470949,86.54252718212874,0.0,783.7069361556429,539.0393615766243,0.0,0.5882773808953546,0.0,105.88,397.06,0.0,1.0,0.0,53.07969017827441,20.25,0.0,0,1,0,0,1920.853271484375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1734945846307604,1922.4645980119496,1.4116450260946272,0.2750812055134135,0.3467386417620707,0.5238155140300891,-0.4908596316306099,737.2389744907678,0.8511652632209213,23.243586409027788,34285,0.0,34285,Talwandi Nepalan (50),FIROZEPUR,142044,31.0630627,74.81917,125.97,0.0,121.03,4.94,35.8,7,8,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,26,0.0,No,,0,0.0,No,<50% habitation covered,28,260,1290,662,628,277,8,20,8,19,No ( Nearest facility5-10 kms),0,20,Yes,1.0,No,1280000.0,6.26,1280.0,1095.0,0.0,1095.0,0.0,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2745.0,526.0,1460.0,1285.0,0.9607843137254902,0.0288808664259927,1.0,0.0,0.0,0.0,277.0,0.0392156862745098,33.29307830328843,0.0,737.2389744907678,177.82492393714017,0.0,0.5238155140300891,0.0,973.97,608.015,0.0,0.0,0.0,2.7739091340965656,13.808711792060535,0.0,1,0,0,0,1920.8079833984373,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2346694651752773,1919.9798428066008,1.6582764032130244,0.3481137081062183,0.3149385730900738,0.5270354974230451,-0.433932726125351,741.094894289959,0.2560919710001047,23.182587347103404,34283,0.0,34283,Buh Araian (57),FIROZEPUR,142024,31.0450459,74.82603,132.0,0.0,132.0,0.0,0.0,0,0,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facilityMore than 10 kms),0,0,2,1,1,1,1,0,0,1,No ( Nearest facility5-10 kms),0,0,Yes,1.0,No,0.0,0.0,131.0,131.0,0.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,45.951009470020814,0.0,741.094894289959,218.8924852241192,0.0,0.5270354974230451,0.0,1.0,131.5,0.0,1.0,0.0,0.3149385730900738,98.19585982798615,0.0,0,0,1,0,1920.7635498046875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2600810615197896,1918.3746860916376,1.9794039708217377,0.3437002832317359,0.4707678931066104,0.6790559637910686,-0.6238538639136069,735.7467654158967,1.0,23.3078749451999,34319,0.0,34319,Mithe (31),FIROZEPUR,236758,30.9369373,74.57323,50.0,0.0,10.0,10.0,2.0,2,20,5,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,Number of Households utilising Solar Energy/Wind Energy : 0,0,0.0,No,<50% habitation covered,2,40,750,425,325,85,30,20,20,2,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:No Drinking Water:No Mid Day Meal Scheme:Yes Primary School Students:50 Primary School Teachers:2,0,55,No,0.0,No,2.0,2.0,177.0,161.0,0.0,161.0,0.0,161.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,427.0,72.0,222.0,205.0,0.2,0.3529411764705882,28.0,0.0,0.0,0.0,85.0,0.2,3.437002832317359,0.0,735.7467654158967,98.97019854108687,0.0,0.6790559637910686,0.0,151.0,85.5,0.0,0.0,0.0,14.123036793198311,40.0,0.0,0,1,0,0,1920.7298583984373,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2252007560389958,1920.5098532598745,1.8433605461127456,0.3077487178593435,0.4382086242297164,0.6364539409443885,-0.5925764047620554,737.839201371898,1.0,23.19753053577984,34327,0.0,34327,Khadur (134),FIROZEPUR,142024,31.0630627,74.81917,317.07,0.0,316.0,0.0,2.48,0,12,3,2,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,Number of Households utilising Solar Energy/Wind Energy : 0,0,0.0,No,None ( Nearest facilityMore than 10 kms),0,96,1447,73,673,255,0,0,17,1,No ( Nearest facilityMore than 10 kms),0,0,Yes,2.0,No,1100000.0,108000.0,353.0,316.0,0.0,316.0,71.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,253.0,766.0,670.0,0.9966253508688934,0.0,0.0,0.0,0.0,0.0,255.0,0.0,97.24859484355254,0.0,737.839201371898,584.4743283559683,0.0,0.6364539409443885,0.0,0.0,316.0,0.0,0.2246835443037974,0.0,0.0,1.0699999999999932,0.0,0,1,0,0,1920.7266845703125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1592169834516431,1920.3926896055764,1.5394437170613615,0.2481558932132188,0.401214780829757,0.5925705875527422,-0.5711663662757179,765.5182098007002,1.0,23.08234014292801,38144,0.0,38144,Dialpura (149),Tarn Taran,143304,31.261261,74.76505,850.0,0.0,425.0,100.0,50.0,2,180,85,2,No,No ( Nearest facilityMore than 10 kms),Yes,Yes,No,0.0,No,No,No,No,Livestock Extension Officer,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,<50% habitation covered,50,240,2735,1405,1330,355,110,40,12,5,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:130 Primary School Teachers:4,85,120,No,0.0,No,2000000.0,500000.0,490.0,426.0,0.0,426.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314.0,444.0,1196.0,1118.0,0.5,0.3098591549295774,108.0,0.0,0.0,0.0,355.0,0.1176470588235294,105.46625461561798,0.0,765.5182098007002,1308.5271595021572,0.0,0.5925705875527422,0.0,1.0,425.5,0.0,1.0,0.0,44.13362589127327,425.0,0.0,0,1,0,0,1920.711181640625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2110106788132462,1921.245682350449,1.753150588304283,0.3017971257029732,0.4265686224141506,0.6241375213904728,-0.588630593868802,735.7467654158967,1.0,23.3078749451999,34313,0.0,34313,Hamadwala Hithar (16),FIROZEPUR,236734,31.0810814,74.8543854,50.0,0.0,20.0,15.0,0.0,10,30,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,0,802,403,399,80,0,0,0,1,No ( Nearest facility5-10 kms),0,0,No,0.0,No,0.0,0.0,246.0,226.0,0.0,226.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,135.0,364.0,308.0,0.4,0.0,0.0,0.0,0.0,0.0,80.0,0.3,6.035942514059464,0.0,735.7467654158967,87.65752941521416,0.0,0.6241375213904728,0.0,206.0,123.0,0.0,0.0,0.0,0.0,30.0,0.0,0,0,1,0,1920.696533203125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1535037161938856,1918.820439807264,1.5650741009582432,0.241582567109813,0.3982423003002065,0.5790562586672373,-0.5512543816454837,745.2853049984466,1.0,23.292237952758047,38097,0.0,38097,Dodipura (75),Tarn Taran,143416,31.3759441,74.66204,2.47,0.0,0.0,0.0,0.0,0,0,0,0,No,No ( Nearest facility< 1 km),No ( Nearest facility5-10 kms),No ( Nearest facility< 1 km),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,0,52,26,26,11,1,1,0,1,No ( Nearest facility2-5 kms),0,0,No,0.0,No,0.0,0.0,122.0,122.0,0.0,122.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,745.2853049984466,3.865733029366861,0.0,0.5790562586672373,0.0,122.0,61.0,0.0,0.5,0.0,0.3982423003002065,2.47,0.0,0,0,1,0,1920.615966796875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2150934195116217,1922.043541615607,1.8129234450965608,0.3064993891026989,0.4191173669151897,0.6158860433489904,-0.5778500819146912,735.7467654158967,1.0,23.3078749451999,34304,0.0,34304,Killi Gudha (40),FIROZEPUR,142044,31.0450459,74.82603,223.0,0.0,223.0,0.0,223.0,2,85,5,6,Yes,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,Yes,Yes,No,No,PashuSakhi/PashuMitra/GopalMitra or equivalent,0.0,No,0.0,0.0,14.0,2,0.0,Yes Number of Households utilising Solar Energy/Wind Energy : 1,Number of Households utilising Solar Energy/Wind Energy : 1,2,0.0,Yes,50 to 100% habitations covered,100,100,636,333,303,122,100,21,0,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:37 Primary School Teachers:2,2,6,Yes,5.0,Yes,250000.0,250000.0,236.0,220.0,0.0,220.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,107.0,297.0,275.0,1.0,0.819672131147541,98.0,0.0,0.0,0.0,122.0,0.0,68.34936376990186,0.0,735.7467654158967,404.281928256533,0.0,0.6158860433489904,0.0,3.0,221.5,0.0,0.0,0.0,41.91173669151897,0.0,0.0,1,0,0,0,1920.599609375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.0934749432729767,1919.97859532409,1.3562052506704536,0.1702959071175553,0.3309467962777971,0.4976915626619024,-0.4777655193407,715.6956139018433,1.0,23.361904812953355,38185,0.0,38185,Bhojoke (337),Tarn Taran,143416,31.36937,74.7454147,1.0,0.0,0.0,0.0,0.0,1,1,1,1,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,1,0.0,No,,1,0.0,No,<50% habitation covered,1,1,100,55,45,25,1,1,1,1,No ( Nearest facility2-5 kms),1,1,No,0.0,No,1.0,1.0,128.0,57.0,0.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,17.0,44.0,33.0,0.0,0.04,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,715.6956139018433,1.3562052506704536,0.0,0.4976915626619024,0.0,57.0,28.5,0.0,0.0,0.0,0.3309467962777971,1.0,0.0,0,0,1,0,1920.5289306640625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
